mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type,Co_cat5,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,119,therapist,0:13:57,It-it is individual.,5,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,120,client,0:13:59,"It is. It should be. You know, I-I—",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,121,therapist,0:14:01,It-- I believe it is.,5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,122,client,0:14:02,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,123,therapist,0:14:03,"There's no-- I don't think, any State or federal law that says.",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,124,client,0:14:08,"No, no. It is an individual but you're right. Yeah. It's—",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,125,therapist,0:14:10,Okay.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,126,client,0:14:11,But here's the thing is—,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,127,therapist,0:14:12,"Right person, right company-",5,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,128,client,0:14:14,Right.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,129,therapist,0:14:14,-we're looking for here. Yeah.,5,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,130,client,0:14:16,"The thing is after, you know, after the 9/11 attacks, a lot of companies have blindly implemented, you know, those types of situa- and-and there's no- there isn't, at this point-- I mean, I don't think, at this point, there is no real sure fire way to find out what those reports are, you know, accurate or not. I mean, there's a lot of situations where people's reports are not even accurate about their criminal background.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,131,therapist,0:14:41,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,132,client,0:14:42,I think that-,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,133,therapist,0:14:42,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,134,client,0:14:42,"-blindly, people have implemented those types of, um, measures and they don't have any efficiency with them because they don't- you know, I mean, everybody is offering background checks now and stuff like that. And I'm- that's one of the things that I'm afraid of is that people are implementing all these security security measures, but they don't really know if the reports are even accurate, you know.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,135,therapist,0:15:04,I wonder what it'd be like if you ran your own background check and got the report to see what's in there.,5,TRUE,options,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,136,client,0:15:10,I have.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,137,therapist,0:15:11,"Oh, you do?",5,FALSE,,TRUE,simple,TRUE,closed,question,,q,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,138,client,0:15:12,"Yeah, I do. I have one and, uh, um.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,139,therapist,0:15:16,Good for you doing that.,5,FALSE,,TRUE,complex,FALSE,,reflection,,af,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,140,client,0:15:17,"Right, yeah.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,141,therapist,0:15:17,Yeah. Smart.,5,FALSE,,TRUE,simple,FALSE,,reflection,,af,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,142,client,0:15:19,"Yeah. Thank you. I don't know. I'm just, I guess-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,143,therapist,0:15:23,Discouraged.,5,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,144,client,0:15:24,-what I'm really—,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,145,therapist,0:15:25,"Discouraged, yeah.",5,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,146,client,0:15:25,"Yeah, I'm really here because I think I'm- I-I- It's a very dangerous area for me when I'm discouraged because-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,147,therapist,0:15:32,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,148,client,0:15:33,"-you know, all the- despite all the good things that I have going for me, the only thing that's loud and clear are the things that I don't have going for me.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,149,therapist,0:15:44,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,150,client,0:15:44,If that makes any sense.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,151,therapist,0:15:46,"Uh, yeah, it does. Uh, I am yet to- it-it seems to me just in this time we've been talking together that you, um, um, do have a sense that a lot of it has to do-do with, uh, timing, luck, who you know, and being, are you able to have that conversation where you know that you can sell yourself and your skills and, um, and your competencies and the fact that you've overcome so many things like, um, substance abuse problem and, uh, have been, you know, uh, a good upstanding citizen all this time. Um, to me, if I were an employer, you know, I would- I would be impressed with that.",5,FALSE,,TRUE,complex,FALSE,,reflection,,sum,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,152,client,0:16:35,Thank you.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,153,therapist,0:16:37,"Uh-- You're welcome. And- so what about, um, I know I had a client that told me a couple of things. He was doing some work on this, uh, if you- if you'd be interested I could tell you what he shared with me.",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,154,client,0:16:53,"Yeah, yeah, I am.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,155,therapist,0:16:53,"Okay. Um, he found the most valid information on blogs done by felons.",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,156,client,0:17:01,"Oh, okay.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,157,therapist,0:17:02,They are your experts.,5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,158,client,0:17:05,Very interesting.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,159,therapist,0:17:06,"And, uh, they-they are actually, uh, uh, much what you have said, they said, but they also, uh, uh, talked about which places and companies they did find were open. For instance, family-owned businesses just tend to-- They can, if they can--",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,160,client,0:17:25,"Yeah, again, it's like who you know, right?",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,161,therapist,0:17:26,"Right, right.",5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,162,client,0:17:27,I know that-,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,163,therapist,0:17:28,Or start your own business. That was another thing that I thought was really--,5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,164,client,0:17:31,"Yeah, well, I think that's what I got. That's what I am doing. That's what I'm sort of involved with now is like, you know, find, um, you know, I'm still continuing to go to school, but I'm also starting, um, work for myself. Um, you know, it's not no Fortune 500 company or anything, but I do have a little bit of income coming in from that.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,165,therapist,0:17:54,Uh-huh.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,166,client,0:17:54,"Um, it-it, uh, you know, it will all come together.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,167,therapist,0:17:57,So being an entre- being an entrepreneur fits for you.,5,FALSE,,TRUE,complex,FALSE,,reflection,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,168,client,0:18:00,"You know what? Actually, one of the things is that I read is that is that's one of the things you gotta do is just, uh, start your own business. You know what I mean? Uh, you don't have to report to anybody. I mean, obviously, I can't work with, um-- unless I get a waiver I can't work with, like, I think the law says I can't work with kids or, um, like a hazmat stuff.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,169,therapist,0:18:24,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,170,client,0:18:24,Like truck driving and stuff like that.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,171,therapist,0:18:27,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,172,client,0:18:27,"Uh, but that doesn't matter to me. You know what I- you know, I'm kind of- I'm trying to look at the things that I can do.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,173,therapist,0:18:35,"Well, that, you know, now that's a-a really different way of looking at it than how you were looking at what you can do versus what's getting in your way that you know you can't do.",5,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,174,client,0:18:46,Right.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,175,therapist,0:18:47,"So, um, what kinda- what-what are you starting? What's this business? If you-you don't have to tell me if you don't want, I know it's on the up and up, but you don't have to tell me if you don't want.",5,FALSE,,TRUE,simple,TRUE,open,question,,q,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,176,client,0:18:58,"No, it's, um, uh, like a party planning event, you know, like a wedding planning, not like a wedding planner, but like—",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,177,therapist,0:19:08,You'd be so good at that.,5,FALSE,,TRUE,complex,FALSE,,reflection,,af,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,178,client,0:19:09,"Like, you know, like corporate events when they have, you know, like an event, you know, they need-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,179,therapist,0:19:14,Uh-huh.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,180,client,0:19:15,"-you know, they need chauffeured transportation, limos, they need that type of thing. I, um, I'm involved in the planning of the transportation from airports, uh, hotel arrangements, um, uh, booking of, uh, you know, the rooms. It's just, I guess just an event planner, but it's not through any sort of corporate, um, uh, company [unintelligible 00:19:40].",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,181,therapist,0:19:41,You-you would be the corporate company.,5,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,182,client,0:19:43,"Yeah, yeah, yeah, I'm trying to get—",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,183,therapist,0:19:45,CEO.,5,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,184,client,0:19:46,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,185,therapist,0:19:47,[laughter],5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,186,client,0:19:48,"I don't know about that, but, you know.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,187,therapist,0:19:51,"So. Yeah, I- I've heard that-that in recession, uh, those are often the best opportunities for people to start doing business is to, um, see an area where you see a need go in and fill it.",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,188,client,0:20:09,"Yeah, I think that's my only, uh, uh, I know it's not my only-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,189,therapist,0:20:15,One.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,190,client,0:20:16,"-but it's-it's- it's a good, It's a good opportunity to, um, kind of work for myself. I would love to just be able to work for myself, you know? Um.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,191,therapist,0:20:27,You're comfortable with that?,5,FALSE,,FALSE,,TRUE,closed,question,,q,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,192,client,0:20:28,"I am, I am comfortable with it and I do well. I do well at-at, you know, the few opportunities I've had to organize something like that. Um, it's okay. You know, um, at least I'm still going to school though, you know I'm going to be done with that.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,193,therapist,0:20:44,I know. That's fantastic. It is.,5,FALSE,,TRUE,simple,FALSE,,reflection,,af,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,194,client,0:20:47,"I don't want to act out, you know, I mean, I'm, you know, I think I have-",5,,,,,,,,change,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,195,therapist,0:20:53,Acting out would be what?,5,FALSE,,FALSE,,TRUE,open,question,,q,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,196,client,0:20:55,"Well, you know, I dunno, um, going back to a lifestyle, you know, crime or, um, using, or you know, just destructive behavior-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,197,therapist,0:21:05,Okay. Gottcha.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,198,client,0:21:06,"-and sort of destructive behavior. I don't wanna be destructive. I wanna be productive, you know.",5,,,,,,,,change,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,199,therapist,0:21:10,Like you are now.,5,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,200,client,0:21:11,"Like I am now, but it's-it's starting to get-- Like I said, I mean, I wouldn't have come in here if things were just peachy keen, you know what I mean? It sucks. And I'm getting sick of, you know, rejection and it's like almost, it makes me think like, why am I even going to school? You know? Should I just drop out and just, you know, get jobs that are, you know, I mean, that's not enough, that's not a viable option for me either.You know, I just, I don't, I wanna make sure that I'm centered here so that I can go out there and do the best I can with maintaining composure, and then trying to get ahead. But if I'm not okay here, here, you know, I just, I don't think that I have, I don't stand a chance, you know?",5,,,,,,,,change,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,201,therapist,0:21:55,"So the-the-the law of, um, felony convictions is-is something that you don't have any control over. I mean, nobody does. So, um, you know, and I'm thinking about how you were talking about getting all the way through the interview and then getting rejected, you know, versus being upfront about it and-and even on the telephone to see whether it's a deal breaker or not, because it must- it sounds like it's so much harder to have that good interview and walk out of there ad know you've done well, and then get turned down.",5,FALSE,,TRUE,simple,FALSE,,reflection,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,202,client,0:22:36,"Yeah. I mean, I just recently had one of those where I was gonna be offered. I- he-- I think he was-- I'm pretty sure he was offering him a really good job.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,203,therapist,0:22:45,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,204,client,0:22:46,"And, uh, it was an interview given to me by my brother, you know, who knew the guy. And, um, it went great until he gave me the paperwork to sign for a background check. And I said, well, you know, I'll sign it, but I just wanna let you know that this is what you're gonna find.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,205,therapist,0:23:05,"And your brother didn't know that when he gave you the lead on the job, that there was a background check involved?",5,FALSE,,FALSE,,TRUE,closed,question,,q,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,206,client,0:23:14,"No, he did. He said, you know, don't say anything until, you know-- I don't know if I know what he said. I think he said that he's not sure if they do.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,207,therapist,0:23:24,Okay.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,208,client,0:23:25,"He said, just go ahead and give it a shot anyway, you know, and, um, I just, I figured I'd just give her a shot, but I think I like your, I think to spare myself some, uh, frustration and further agony-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,209,therapist,0:23:40,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,210,client,0:23:41,"-I think that I might try that. I think I might try, you know, from now on you know, uh, finding like a tactful way of asking, you know, I don't wanna be blunt about it and go you know, ""Do you hire criminals?"" or anything.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,211,therapist,0:23:54,You're not a criminal.,5,FALSE,,TRUE,complex,FALSE,,reflection,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,212,client,0:23:56,I'm a former criminal though.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,213,therapist,0:23:57,That's right. You're rehabilitated.,5,FALSE,,TRUE,complex,FALSE,,reflection,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,214,client,0:24:00,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,215,therapist,0:24:00,A plus shining new guy.,5,FALSE,,TRUE,simple,FALSE,,reflection,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,216,client,0:24:04,"Right. So, I know that I am a new guy, but, uh, they don't, you know, so I think society's a lot less forgiving.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,217,therapist,0:24:12,"Oh, I think so, too.",5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,218,client,0:24:13,"And individuals, and um, so I think I'm gonna try-- I think that's a really good idea is to kind of like weed out, you know, but how do you say that? You know. How-how do you possibly tell somebody, you know, how do you- how do you get that out there before you go in?",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,219,therapist,0:24:31,"I guess I would just have a tendency to say it. I'm a recovering person, and back in my former life, I have a felony conviction. And before we go any further, I don't wanna waste your time. Uh, would that be a problem in even getting the interview, what would you think about saying something like that?",5,TRUE,advice,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,220,client,0:24:57,"Hmm. Seems, uh, sort of forward, you know, but I-I think that it's probably better if I do tell them so I don't waste my time and hope.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,221,therapist,0:25:14,"Mm-hmm, mm-hmm.",5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,222,client,0:25:15,"You know, yeah. I think I'm gonna try that from now on.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,223,therapist,0:25:17,"Okay. I mean, I'd be happy if you wanna work on a few, you know, things, uh, to write down that sound comfy and fit, you know, how you talk and you use words and stuff. 'Cause I-I also think, you know, interviewing is a good schoo- a good skill, and the more you do it, the better you get at it. And you've been getting a lot of practice at it. So that's-that's been useful too.",5,TRUE,options,TRUE,simple,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,224,client,0:25:42,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,225,therapist,0:25:42,"I mean, even-even though you get turned down, that feels terrible. The actual and, I bet you with every single one, you get better at it.",5,TRUE,information,TRUE,simple,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,226,client,0:25:53,Yeah. I mean the interview process-,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,227,therapist,0:25:54,"Uh-huh, uh-huh.",5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,228,client,0:25:54,"-itself, no, I don't think I ever- yeah. No, I-I mean, I don't believe that I have a problem with the actual interview process.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,229,therapist,0:26:01,Yeah. I bet you're even better now.,5,TRUE,information,TRUE,simple,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,230,client,0:26:03,Yeah. It's been a lot.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,231,therapist,0:26:05,You got lots of practice.,5,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,232,client,0:26:06,"Been a lot, yeah.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,233,therapist,0:26:06,"Yeah. Well then lastly, just getting back, um, to this, another source that that same client was an advocacy group called the John Howard Society.",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,234,client,0:26:16,Mm-hmm.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,235,therapist,0:26:17,I don't know if you've ever-,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,236,client,0:26:17,I have heard of it. I haven't-,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,237,therapist,0:26:18,Yeah.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,238,client,0:26:18,"-looked into it yet, but-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,239,therapist,0:26:19,"Uh, he, yeah, uh, he- they have a lot of, uh, they have a lot of really good stuff on there about this because they're trying to change the laws about that because-",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,240,client,0:26:29,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,241,therapist,0:26:30,"-they are so, um, they are so prejudicial. They really are. And I would check with the ACLU too. I mean, just as I-I don't know much, and now I'm very curious and I wanna find out about it myself, but yeah.",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
