mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type,Co_cat5,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,124,client,0:14:36,"Mm. S-surprised me to-to think about, you know, when there's stuff, and you don't really think about it, but then if someone asked you, you know, how often or-- and then you kind of have to quantify it, I suppose it kinda sound shocking, you know, if I- if I imagine myself sort of saying, ""I do this, you know, a few times a week."" It-it-",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,125,therapist,0:15:04,Mm.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,126,client,0:15:04,"-sounds shocking. But to me it-it's- it doesn't feel that way, you know, that's kind of where that, where it kind of doesn't sit right. I, [clears throat] that's why I kind of got a bit miffed at my friends a little bit, or I dunno, a bit defensive there. 'Cause you know, it sounds a lot, but it doesn't feel out of control or anything, you know. It doesn't feel, I dunno, people that need to go and see therapists or whatever you kind of go, ""Oh, they're an addict."" You know. They-- Their health is really bad and they need urgent help right now quickly, Uh, well, at least that's kind of the-the feeling you get. And I don't feel that at all. I don't feel like it's a real urgent thing. So that-",8,,,,,,,,sustain,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,127,therapist,0:16:03,Alright.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,128,client,0:16:03,#NAME?,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,129,therapist,0:16:05,Okay.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,130,client,0:16:06,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,131,therapist,0:16:06,"So you're worried a little bit about it and you're going to find out more about it, but you're-you're not gonna take on this notion of being a headache or anything as yet—",8,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,132,client,0:16:14,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,133,therapist,0:16:15,Okay.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,134,client,0:16:15,Definitely.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,135,therapist,0:16:17,"So tell me then, um, Ricky, what- what's the other side of the good things that-that using meth or doing some smoking does for you? Is there a downside to it? Are there problems that you're experiencing?",8,FALSE,,FALSE,,TRUE,open,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,136,client,0:16:34,"Yep. Um. Uh, I suppose money is quite a big thing. Like, I used to have a lot more money sorta last year. I had a, quite a good job, like a, quite a regular acting job.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,137,therapist,0:17:07,Mm-hmm.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,138,client,0:17:08,"Um, and it was like quite a lot of money that la-last year. So it wasn't such a problem then. And I suppose I sort of blew that money a little bit. Um, so now I don't have that acting income coming in as frequently and I'm working in a cafe like a sort of part-time and it's not bringing in as much. So now it's kinda like, and sometimes I need to borrow a bit of money or sorta need a bit of help with the rent sometimes.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,139,therapist,0:17:58,Quite a lot's changed over the last year from—,8,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,140,client,0:18:02,Yeah. Yeah. A little bit.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,141,therapist,0:18:05,It doesn't sound like it was part of the plan.,8,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,142,client,0:18:08,"No. But you know, that's the life of an actor, I suppose, ups and downs works and not works.",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,143,therapist,0:18:18,Sure. [chuckling] It's not a secure profession-,8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,144,client,0:18:22,No.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,145,therapist,0:18:22,-and it's-it's hard-,8,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,146,client,0:18:23,It's not.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,147,therapist,0:18:23,"-it's hard. But is-is there, I just wonder, is there a connection at all between the-the-the-the acting and the meth use in terms of the effect of the meth use on your- on your ability to get work?",8,FALSE,,FALSE,,TRUE,closed,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,148,client,0:18:42,Hmm. Could have been a couple of auditions that I didn't do so well and as I could have 'cause of that.,8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,149,therapist,0:18:53,The drug may have had an effect on that?,8,FALSE,,FALSE,,TRUE,closed,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,150,client,0:18:54,"Uh, maybe. Maybe it's just my general sort of state. Um,I dunno, sometimes I suppose just kind of weighs on my mind a little bit like, ""What am I doing or why am I spending my money on this?"" I mean, when it's happening, it's like, this is amazing.",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,151,therapist,0:19:24,Hmm. Hmm.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,152,client,0:19:24,"You know am I-- You go in- you go into places, interesting places, but you know, I could just as well have saved that money and actually gone to interesting places I suppose. But I don't know. I wonder if it- if-if it's having an effect. I-I don't know. I can't say for sure, but maybe it's not so good for the face, I dunno. [crosstalk] Dunno if I look tired or-or run down or-",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,153,therapist,0:19:58,Alright.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,154,client,0:19:59,"-or if I actually am tired or run down, I suppose. Again, this is things that I haven't really thought about-",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,155,therapist,0:20:04,Alright.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,156,client,0:20:05,-but now I'm starting to think about.,8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,157,therapist,0:20:07,Right. And they got questions too-,8,FALSE,,TRUE,simple,FALSE,,reflection,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,158,client,0:20:11,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,159,therapist,0:20:13,#NAME?,8,FALSE,,FALSE,,FALSE,,other,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,160,client,0:20:13,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,161,therapist,0:20:14,You're beginning to-to think about those things and-and-and what effect they may have on you.,8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,162,client,0:20:19,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,163,therapist,0:20:22,And the choices that you might have about it.,8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,164,client,0:20:26,Yeah. Hmm.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,165,therapist,0:20:28,"What else? Are the-the-the-the problem of around the use of money, you know, the choices that you make around money, and the meth use has taken up quite a lot of the money-",8,FALSE,,FALSE,,TRUE,open,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,166,client,0:20:38,Yep.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,167,therapist,0:20:39,"-over the last year and maybe also the effect on-on um, your job and being able-- maybe you're not auditioning as well as you might.",8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,168,client,0:20:48,Yep.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,169,therapist,0:20:49,"And maybe the effects um, also on-on your physical appearance. An interesting question around the effect of meth use on physical appearance.",8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,170,client,0:20:59,Mm-hmm.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,171,therapist,0:20:59,"Um, what-- are there any other problems? Any other things that-that are a bit of a downside to this?",8,FALSE,,FALSE,,TRUE,open,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,172,client,0:21:12,"Uh, I guess it's obviously having some sort of effect on my friends and my flatmates, 'cause, you know, they set me down and said, ""Look you gotta-",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,173,therapist,0:21:26,Yeah.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,174,client,0:21:26,"-look into this or else we can't hang out anymore.""",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,175,therapist,0:21:33,And that's a problem?,8,FALSE,,FALSE,,TRUE,closed,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,176,client,0:21:36,"That would be a problem, yeah.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,177,therapist,0:21:37,Why?,8,FALSE,,FALSE,,TRUE,open,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,178,client,0:21:37,"If they didn't wanna hang out, well, then what have I got, I suppose?",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,179,therapist,0:21:45,They're important.,8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,180,client,0:21:46,"Yeah. Yeah, and I mean part of it, yeah. Part of it I just wonder 'cause, you know, a lot of those friends that set me down are obviously the ones that are not part of that scene. I mean there were a couple there that-that are, but mostly they were the ones that sort of have always sorta been a bit judgy. You know, like when I first started all this stuff, you know. And clearly, there wasn't a problem like-- 'cause I used to be that guy as well you know, like, ""No never do that 'cause it's bad,"" and then you try it the first time and you go, ""Actually, it's not that bad."" It's not the end of the world if you're sensible with it, then it's not gonna be, you know.",8,,,,,,,,sustain,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,181,client,0:22:30,"You have to take a stupid amount to do any kind of like, or, you know, to die or to end up in a hospital.",8,,,,,,,,sustain,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,182,therapist,0:22:40,YHmm.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,183,client,0:22:40,"So it's provided you don't-- you're not stupid with it. Then it's just a bit of fun but you can't really explain that to people who are-- have their walls up. So it's hard not to sit in this room full of people kind of going, ""Oh, you know, you really should stop the drugs, they're bad."" It's like, ""Well actually, you don't know what you're talking about.""",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,184,therapist,0:22:57,"Hmm. But Ricky, let me just check, 'cause I may got this wrong, just check with you that um, there are some friends that you've got who do use who are still concerned about you. Did I get that right from what you said earlier that-that those who are concerned about you and were part of this intervention some of them use.",8,FALSE,,FALSE,,TRUE,closed,question,,sum,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,185,client,0:23:19,"Yep. Yeah, a couple.",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,186,therapist,0:23:21,And you-- So they have their concerns and-and you are beginning to-to ask questions of this use as well and-,8,FALSE,,TRUE,complex,FALSE,,reflection,,sum,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,187,client,0:23:29,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,188,therapist,0:23:50,-it's just that that we're gonna try and drill down a little more into just to pick up for you what-what you think might be going on and what you think might be some of the options for you.,8,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,189,client,0:23:41,Yep.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,190,therapist,0:23:42,"And we're g- we're gonna leave labels all that kind of stuff aside 'cause, you know, I'm picking up from you that that's not what that's about.",8,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,191,client,0:23:48,Yep.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,192,therapist,0:23:48,"I'm happy with that. What do you think will happen, what might happen if you can turn your-your uses- you're on now? What-what concerns do you have about not making any kind of change?",8,FALSE,,FALSE,,TRUE,open,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,193,client,0:24:08,"Um, well I suppose the acting thing is a really big concern.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,194,therapist,0:24:15,Alright.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,195,client,0:24:16,"'Cause I want that to be my job, you know. I'm fucking sick of cafes.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,196,therapist,0:24:23,This is gonna be your career. This is the career-,8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,197,client,0:24:25,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,198,therapist,0:24:25,#NAME?,8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,199,client,0:24:26,"I'd like it to be, yeah.",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,200,therapist,0:24:29,"Mm-hmm. It's harder when you're trying to create your career, get that going. You gotta- you gotta be at your- at your top, top pitch.",8,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,201,client,0:24:36,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,202,therapist,0:24:37,Yeah.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,203,client,0:24:39,"Yeah, 'cause I mean it's all you know, it's partly lacking and partly being at the right place at the right time. And if you're at the right place and at the right time and it is not on your game then there could have been a—",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,204,therapist,0:24:52,"Yeah, and-and maybe the meth use is-is compromising that.",8,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,205,client,0:24:57,"Yeah, it could be.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,206,therapist,0:24:58,Hmm.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,207,client,0:25:00,"Yeah, and then I suppose also like money is linked into that as well, you know, I've-- I'm not doing as many courses and stuff as I used to be doing, 'cause it's, you know, don't have the money.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,208,therapist,0:25:16,"Alright, so it's back to the money thing again which is-",8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,209,client,0:25:19,"Well, yeah, I mean, obviously I don't wanna keep pissing my flatmates off.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,210,therapist,0:25:23,Yeah. yeah.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,211,client,0:25:28,"You know, and it's not- it's not cool to not pay the rent, obviously. It's not something I'm happy with.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,212,therapist,0:25:39,That creates problems?,8,FALSE,,FALSE,,TRUE,closed,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,213,client,0:25:40,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,214,therapist,0:25:40,Yeah.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,215,client,0:25:41,"Yeah, and I don't wanna be that person.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,216,therapist,0:25:44,"Let's just come back to another thing, uh, that we were talking about a little bit earlier, and it's around your meth use as well and-and-and with your gay friends, with gay lifestyle. And-and that sounds like you're saying that-that-that when you party, when you go into the clubs, when you're being with friends that the meth use is always there?",8,FALSE,,FALSE,,TRUE,closed,question,,sum,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,217,client,0:26:05,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,218,therapist,0:26:06,The-the availability of it is there.,8,FALSE,,TRUE,simple,FALSE,,reflection,,sum,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,219,client,0:26:09,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,220,therapist,0:26:11,"And everyone, most people are using.",8,FALSE,,FALSE,,FALSE,,other,,sum,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,221,client,0:26:14,"Yeah. Not-not necessarily P or whatever but yeah most people are doing something. Yeah. I suppose yeah it's kind of part of that scene that there's not a huge like, you know, you go to normal bars and most people are just drunk and wasted and like spewing everywhere and stuff and whereas that's a different scene. Like, people drink but they don't drink to that excess but they take other things and have a good time. And, yeah.",8,,,,,,,,sustain,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,222,therapist,0:26:55,And it might be hard to be part of that scene and not to be using drugs?,8,FALSE,,FALSE,,TRUE,closed,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,223,client,0:27:02,"Yeah. I mean there are people that do that. I suppose it-it would be hard. I-I haven't really thought about it, I suppose. That's all it is, all I've known that scene to be, you know, 'cause I'm quite new to it, you know-",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,224,therapist,0:27:23,Right.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,225,client,0:27:23,#NAME?,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,226,therapist,0:27:27,So there is a possibility that there are other parts of the scene that don't rely on drug use-,8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,227,client,0:27:35,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,228,therapist,0:27:35,#NAME?,8,FALSE,,FALSE,,TRUE,closed,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,229,client,0:27:37,"Oh yeah, well, they must be. I can't imagine everyone is there, I guess just the ma-majority or at least p-- the majority of people that I know, yeah.",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,230,therapist,0:27:50,"So that might be something that we can look at but later if you're interested in is maybe what are some of those other parts of the gay scene, whose still party and party medley, but when meth is not a- is not a dominant-",8,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,231,client,0:28:04,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,232,therapist,0:28:04,"-factor in that partying, and we- where-where there are, uh, uh, uh, gay groups that support people who-who are not wanting to be-- they have a lifestyle that is heavily weighted to drug use. So there are some options there to look at some other ideas if you're interested and we might look at that, for you to think about-",8,TRUE,options,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,233,client,0:28:27,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,234,therapist,0:28:27,"-to consider, so it's not about giving up anything, it's not about huge major changes, it's about how can I improve the situation.",8,FALSE,,TRUE,complex,FALSE,,reflection,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,235,client,0:28:36,Yep. Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,236,therapist,0:28:38,It's what I'm hearing you saying bring-- be a little bit more in control of what's-what's going on for me.,8,FALSE,,TRUE,complex,FALSE,,reflection,,sum,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,237,client,0:28:45,Yep.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,238,therapist,0:28:46,So that I can pursue that plan.,8,FALSE,,TRUE,simple,FALSE,,reflection,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,239,client,0:28:48,Mm-hmm.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,240,therapist,0:28:51,What could be a- what could be a first step towards that?,8,FALSE,,FALSE,,TRUE,open,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,241,client,0:29:06,"Well, [coughs] I must say I was a bit, um, you know, at the start when I was sort of saying I, you know, this is how often I do it and then I found myself talking about the kind of the weekday stuff I kinda took myself back a bit there. I suppose, you know, on a Wednesday by yourself like it doesn't sound that good.",8,,,,,,,,change,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,242,therapist,0:29:45,"So that needs some thinking about, doesn't it?",8,FALSE,,FALSE,,TRUE,closed,question,,q,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,243,client,0:29:47,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,244,therapist,0:29:47,As to what-,8,FALSE,,FALSE,,TRUE,open,question,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,245,client,0:29:48,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,246,therapist,0:29:50,-what would work for you-,8,FALSE,,FALSE,,TRUE,open,question,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,247,client,0:29:51,Mm.,8,,,,,,,,neutral,,
