mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type,Co_cat5
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,125,client,0:06:30,"Um, they draw you in, don't they?",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,126,therapist,0:06:32,They certainly do.,3,FALSE,,FALSE,,FALSE,,other,,ref
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,127,client,0:06:33,"Um, I read a bit-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,128,therapist,0:06:35,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,129,client,0:06:35,"- the old magazines, but, uh, generally, I'm at home.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,130,therapist,0:06:39,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,131,client,0:06:39,Yeah.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,132,therapist,0:06:40,"Okay. Okay. And have there been any times over the last four years that you've noticed any significant changes in your symptoms? For example, have there been any times when things have been better for you?",3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,133,client,0:06:56,"Um, well, last year, um, my son got married-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,134,therapist,0:07:03,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,135,client,0:07:03,"- and I-I have to say I was worried that, um, that I wouldn't be able to cope with it.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,136,therapist,0:07:08,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,137,client,0:07:08,"That I-I wouldn't be feeling well enough, but surprisingly enough, um, I was in good form, and I think it was about three weeks in the summer, getting ready for it-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,138,therapist,0:07:18,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,139,client,0:07:18,#NAME?,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,140,therapist,0:07:20,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,141,client,0:07:21,But I was in good- in really good form for that. Yeah.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,142,therapist,0:07:23,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,143,client,0:07:24,That was a good time.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,144,therapist,0:07:25,Right. And how were you tummy symptoms then?,3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,145,client,0:07:27,I hardly noticed them.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,146,therapist,0:07:29,Right. Okay.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,147,client,0:07:29,"Yeah, it, uh, it seemed to, uh, clear up.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,148,therapist,0:07:33,Right. Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,149,client,0:07:34,Which was good.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,150,therapist,0:07:35,Right. That's interesting.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,151,client,0:07:36,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,152,therapist,0:07:37,And are there any times when your-your tummy symptoms bother you more? Seem particularly bad?,3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,153,client,0:07:43,"Um, well, it's- I'm-I'm having a bit of a bad patch at the moment.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,154,therapist,0:07:47,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,155,client,0:07:47,"It's particularly, um, uncomfortable. Um, I have to say I do notice it when my husband's away. He-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,156,therapist,0:07:55,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,157,client,0:07:55,"- he travels with his job, and he-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,158,therapist,0:07:57,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,159,client,0:07:57,#NAME?,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,160,therapist,0:08:00,Uh-huh.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,161,client,0:08:01,"Um, and that's not-- It-it's very often not good then, I have to say.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,162,therapist,0:08:06,Right. So you notice it's a bit worse when your husband's not around? Okay.,3,FALSE,,TRUE,simple,TRUE,open,reflection,,ref
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,163,client,0:08:10,"Mm. Maybe I'm thinking about it a bit more, I don't know, when he's not there.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,164,therapist,0:08:13,Right. I know you've been seeing Dr. Brown about this for the last few years.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,165,client,0:08:21,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,166,therapist,0:08:21,What is it that he's said that he thinks might be wrong with you?,3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,167,client,0:08:26,"Well, he's-he thinks it's all in my head.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,168,therapist,0:08:30,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,169,client,0:08:30,"You know, he's- he says it's stress.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,170,therapist,0:08:35,Right. Okay.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,171,client,0:08:36,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,172,therapist,0:08:38,And what do you think?,3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,173,client,0:08:39,"Well, I mean, it can't all be in my head. I get too much physical pain-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,174,therapist,0:08:48,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,175,client,0:08:48,"- for it to be in my head. I mean, it's real. It's-it's real pain.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,176,therapist,0:08:53,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,177,client,0:08:54,Um—,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,178,therapist,0:08:55,And have you had any thoughts yourself about what you think might be causing it?,3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,179,client,0:09:00,"Well, I mean, I-I did think that perhaps it was an infection that hadn't cleared up-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,180,therapist,0:09:04,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,181,client,0:09:04,"- in the early stages, but, um, I think, um, I-I mean, sometimes I think it's IBS. A friend of mines has got that and it sounds similar, and then-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,182,therapist,0:09:14,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,183,client,0:09:14,"- other times I'll think, ""I wonder if it's an ulcer.""",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,184,therapist,0:09:16,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,185,client,0:09:17,"Um, on a really bad day, I start to think it might be cancer.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,186,therapist,0:09:23,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,187,client,0:09:23,"Um, my mother-in-law- my mother-in-law died of cancer last year and she had a, um, a growth that-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,188,therapist,0:09:32,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,189,client,0:09:32,- the-the doctor didn't investigate.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,190,therapist,0:09:34,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,191,client,0:09:35,"But by the time they'd found it, it was the size of a football-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,192,therapist,0:09:38,"Oh, dear.",3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,193,client,0:09:38,#NAME?,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,194,therapist,0:09:40,Right. Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,195,client,0:09:40,"So, you know, when I go to bed at night now, um, I just feel to make sure there's nothing different going on.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,196,therapist,0:09:48,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,197,client,0:09:48,"And, uh, yeah, I worry about that.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,198,therapist,0:09:52,"So you're- you-you're kind of prodding, having a feel at night?",3,FALSE,,TRUE,simple,TRUE,open,reflection,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,199,client,0:09:55,"Oh, yes.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,200,therapist,0:09:55,To see if you can feel anything?,3,FALSE,,TRUE,simple,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,201,client,0:09:56,Yes.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,202,therapist,0:09:57,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,203,client,0:09:57,"I just want to make sure there's nothing changing down there, you know?",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,204,therapist,0:10:00,Right. Okay.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,205,client,0:10:02,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,206,therapist,0:10:02,"Okay. So just to-to make sure that I've got the-the story straight, you've-you've seen Dr. Brown for a couple of years.",3,FALSE,,TRUE,simple,FALSE,,reflection,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,207,client,0:10:10,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,208,therapist,0:10:10,You've-you've tried a variety of medications-,3,FALSE,,TRUE,simple,FALSE,,reflection,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,209,client,0:10:12,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,210,therapist,0:10:13,"- some prescribed, some-",3,FALSE,,TRUE,simple,FALSE,,reflection,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,211,client,0:10:14,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,212,therapist,0:10:15,- from the-the herbal shop. None of them really made a great deal of difference. You've had some investigations-,3,FALSE,,TRUE,simple,FALSE,,reflection,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,213,client,0:10:21,Mm-hmm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,214,therapist,0:10:21,"- but you perhaps feel you've not had enough investigations. And at times, you worry that this could be something quite serious like a-",3,FALSE,,TRUE,simple,FALSE,,reflection,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,215,client,0:10:28,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,216,therapist,0:10:29,- a cancer. Is that-- Have I got the-,3,FALSE,,TRUE,simple,FALSE,,reflection,,ref
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,217,client,0:10:32,Yes.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,218,therapist,0:10:32,#NAME?,3,FALSE,,TRUE,simple,FALSE,,reflection,,ref
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,219,client,0:10:33,Yes. Yeah.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,220,therapist,0:10:34,Okay.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,221,client,0:10:34,I'd say so.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,222,therapist,0:10:35,"Okay. Barbara, what was it that you were hoping that I'd do for you today?",3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,223,client,0:10:42,"Well, I thought, you know, you're a new doctor here-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,224,therapist,0:10:45,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,225,client,0:10:45,"- and you've just finished your medical training. I wondered whether, you know, with new eyes and a new way of looking at-at the problem-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,226,therapist,0:10:52,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,227,client,0:10:53,"- um, you-you probably know about different tests, new tests, that my doctor doesn't know about, you know, new developments.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,228,therapist,0:11:01,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,229,client,0:11:01,So perhaps you could send me for some different tests.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,230,therapist,0:11:05,Right. Right. So you were hoping that I'd send you for more tests?,3,FALSE,,TRUE,simple,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,231,client,0:11:09,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,232,therapist,0:11:10,Okay.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,233,client,0:11:10,"Well, I think there's-there's got to be something that a test might-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,234,therapist,0:11:13,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,235,client,0:11:13,#NAME?,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,236,therapist,0:11:14,"Right. Okay. Well, I think, Barbara, having-having heard your story, and heard about the symptoms, I'm not sure that actually sending you for more tests at this point would be the most useful thing that we could do for you. And the reason for that is because you've-you've had some of the main investigations in the last couple of years, and-and they've not shown anything. And your symptoms haven't really changed that much. So it's very unlikely that if we were to send you for more tests now that-that they'd show anything different than what we already know. So a bit-- I think it would be a waste of time for you to go for more tests.",3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,237,client,0:12:01,"So-so like, do you think it's all in my head then? You're gonna be like Dr. Brown. You think I'm imagining all of this?",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,238,therapist,0:12:09,"Uh, no. I think that you clearly have pain, and clearly you have lots of physical symptoms, and they're clearly getting in the way of-",3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,239,client,0:12:17,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,240,therapist,0:12:17,-your life and causing you a lot-,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,241,client,0:12:18,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,242,therapist,0:12:18,#NAME?,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,243,client,0:12:19,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,244,therapist,0:12:20,I guess- I guess the way I think about these things is that they're not necessarily either all in the mind or all in the body.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,245,client,0:12:28,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,246,therapist,0:12:29,"Sometimes these things can go together. Uh, I guess I'm thinking about how you told me that last year, when your son got married, uh, and you were very busy-",3,TRUE,information,FALSE,,FALSE,,therapist_input,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,247,client,0:12:39,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,248,therapist,0:12:39,#NAME?,3,FALSE,,FALSE,,FALSE,,other,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,249,client,0:12:44,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,250,therapist,0:12:44,"And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?",3,FALSE,,TRUE,complex,TRUE,open,reflection,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,251,client,0:13:11,"Well, I can't see that my mind can be causing this amount of pain.",3,,,,,,,,sustain,
